	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
22_29894136	22	29894136	0.56	0.470588	0.455446	0.487562	0.489022	0.413586	0.398801	0.410518	0.40316	0.39023	0.407552	0.416476	0.425663	0.450219	0.469255
22_29894644	22	29894644	0.24	0.352941	0.306931	0.333333	0.351297	0.407592	0.409795	0.390122	0.40026	0.39033	0.406552	0.416126	0.425298	0.449955	0.46923
22_29896735	22	29896735	0.2	0.235294	0.287129	0.248756	0.343313	0.384615	0.428786	0.408518	0.389061	0.389381	0.403552	0.414726	0.424278	0.449819	0.469252
22_29898184	22	29898184	0.32	0.294118	0.257426	0.343284	0.361277	0.407592	0.407796	0.389922	0.391461	0.39548	0.401852	0.412636	0.423463	0.449547	0.46939
22_29899572	22	29899572	0.12	0.215686	0.287129	0.328358	0.347305	0.360639	0.36032	0.378324	0.392761	0.39433	0.401052	0.412526	0.422478	0.449333	0.469545
22_29902197	22	29902197	0.2	0.235294	0.257426	0.268657	0.283433	0.360639	0.375812	0.378724	0.392261	0.39023	0.402012	0.410886	0.421683	0.449261	0.469757
22_29902585	22	29902585	0.6	0.529412	0.475248	0.517413	0.431138	0.391608	0.394803	0.380524	0.392061	0.39283	0.401132	0.410546	0.421598	0.449273	0.469811
22_29904597	22	29904597	0.24	0.313725	0.346535	0.358209	0.391218	0.380619	0.390805	0.406319	0.388261	0.39388	0.398872	0.408586	0.420903	0.449235	0.470001
22_29906164	22	29906164	0.28	0.411765	0.445545	0.457711	0.411178	0.403596	0.41929	0.403519	0.391761	0.388581	0.397312	0.406916	0.419673	0.449159	0.470055
22_29906249	22	29906249	0.52	0.470588	0.405941	0.358209	0.453094	0.40959	0.417291	0.40172	0.393161	0.388031	0.396972	0.406756	0.419593	0.449131	0.47005
22_29909909	22	29909909	0.56	0.666667	0.623762	0.497512	0.457086	0.400599	0.385307	0.378924	0.393161	0.382681	0.386732	0.402056	0.418673	0.448881	0.470428
22_29911569	22	29911569	0.2	0.156863	0.267327	0.368159	0.389222	0.402597	0.382809	0.39932	0.393261	0.385631	0.386552	0.400816	0.418608	0.448563	0.470692
22_29912191	22	29912191	0.2	0.27451	0.29703	0.293532	0.377246	0.376623	0.406297	0.391922	0.384662	0.388081	0.386752	0.400726	0.418458	0.448521	0.470732
22_29918103	22	29918103	0.48	0.392157	0.287129	0.363184	0.345309	0.333666	0.346327	0.366927	0.378262	0.377281	0.388572	0.398716	0.417508	0.447553	0.470859
22_29919427	22	29919427	0.28	0.333333	0.346535	0.318408	0.37525	0.381618	0.374813	0.364927	0.377762	0.380981	0.390152	0.397816	0.417348	0.447385	0.470822
22_29919747	22	29919747	0.52	0.509804	0.465347	0.452736	0.417166	0.40959	0.365317	0.375525	0.378862	0.383231	0.389952	0.398076	0.417473	0.447339	0.470791
22_29930113	22	29930113	0.28	0.27451	0.247525	0.273632	0.349301	0.417582	0.422289	0.405919	0.384962	0.386481	0.388852	0.393766	0.419448	0.445295	0.471577
22_29935301	22	29935301	0.32	0.392157	0.386139	0.383085	0.343313	0.334665	0.375312	0.375725	0.389761	0.39298	0.388032	0.388746	0.419608	0.444849	0.472222
22_29942965	22	29942965	0.36	0.352941	0.386139	0.373134	0.381238	0.450549	0.437281	0.405919	0.39766	0.39358	0.388752	0.390846	0.420088	0.443191	0.472692
22_29943253	22	29943253	0.68	0.627451	0.554455	0.537313	0.473054	0.420579	0.447276	0.407119	0.39616	0.39073	0.389012	0.391156	0.420043	0.443091	0.472733
22_29947488	22	29947488	0.28	0.235294	0.306931	0.283582	0.301397	0.322677	0.326837	0.387522	0.394761	0.39663	0.388592	0.390046	0.420523	0.442143	0.472807
22_29949803	22	29949803	0.16	0.352941	0.366337	0.303483	0.355289	0.393606	0.438281	0.394121	0.385461	0.39648	0.389132	0.389796	0.420493	0.441785	0.472738
22_29952422	22	29952422	0.16	0.333333	0.346535	0.333333	0.389222	0.410589	0.374313	0.389322	0.394161	0.388931	0.389672	0.392636	0.420208	0.441441	0.472877
22_29956043	22	29956043	0.68	0.529412	0.50495	0.482587	0.469062	0.443556	0.416292	0.393121	0.385561	0.388731	0.388072	0.393126	0.419028	0.440735	0.472544
22_29959504	22	29959504	0.56	0.529412	0.534653	0.542289	0.441118	0.42957	0.401799	0.370726	0.393861	0.385631	0.390292	0.393436	0.416668	0.440411	0.472507
22_29961812	22	29961812	0.4	0.333333	0.356436	0.373134	0.367265	0.357642	0.377311	0.39892	0.382962	0.387331	0.392252	0.394146	0.417238	0.439953	0.472494
22_29962756	22	29962756	0.36	0.490196	0.415842	0.402985	0.46507	0.467532	0.441279	0.385723	0.387361	0.386381	0.393972	0.394336	0.417313	0.439951	0.472452
22_29963421	22	29963421	0.48	0.411765	0.465347	0.477612	0.497006	0.474525	0.437781	0.39852	0.386661	0.386681	0.394052	0.394246	0.417108	0.439815	0.472448
22_29964926	22	29964926	0.4	0.431373	0.356436	0.363184	0.383234	0.377622	0.377311	0.39892	0.383062	0.387431	0.393132	0.395366	0.416358	0.439603	0.472215
22_29965396	22	29965396	0.24	0.313725	0.405941	0.422886	0.413174	0.3996	0.367316	0.391122	0.382562	0.385581	0.392872	0.396086	0.416248	0.439591	0.472196
22_29967448	22	29967448	0.64	0.568627	0.475248	0.462687	0.449102	0.40959	0.373813	0.379324	0.388861	0.383981	0.393492	0.397386	0.417413	0.439349	0.472073
22_29968235	22	29968235	0.4	0.411765	0.39604	0.358209	0.331337	0.342657	0.376312	0.373525	0.381862	0.385031	0.393412	0.398486	0.417363	0.439371	0.472031
22_29968272	22	29968272	0.24	0.254902	0.29703	0.348259	0.335329	0.341658	0.371314	0.374125	0.381762	0.384781	0.393092	0.398546	0.417353	0.439381	0.472031
22_29969791	22	29969791	0.56	0.607843	0.574257	0.482587	0.483034	0.414585	0.402799	0.378524	0.381962	0.385081	0.391532	0.400806	0.417203	0.439009	0.472125
22_29973787	22	29973787	0.44	0.411765	0.514851	0.532338	0.471058	0.431568	0.389305	0.378924	0.382662	0.386231	0.394272	0.405336	0.415573	0.437737	0.472084
22_29973819	22	29973819	0.6	0.54902	0.514851	0.517413	0.479042	0.427572	0.386307	0.378724	0.383462	0.385831	0.394452	0.405336	0.415588	0.437721	0.472082
22_29975361	22	29975361	0.36	0.254902	0.227723	0.263682	0.287425	0.378621	0.358821	0.367926	0.385761	0.388531	0.393312	0.407296	0.415998	0.437415	0.472103
22_29978292	22	29978292	0.16	0.254902	0.326733	0.318408	0.40519	0.393606	0.38081	0.386723	0.391061	0.39588	0.396132	0.411496	0.416353	0.436873	0.472031
22_29978632	22	29978632	0.12	0.215686	0.277228	0.278607	0.347305	0.358641	0.415292	0.388122	0.394161	0.39653	0.396452	0.411726	0.416418	0.436779	0.471996
22_29980930	22	29980930	0.32	0.392157	0.455446	0.437811	0.38523	0.385614	0.396302	0.402719	0.39576	0.39703	0.396952	0.412396	0.417008	0.436279	0.47161
22_29987769	22	29987769	0.48	0.509804	0.475248	0.432836	0.423154	0.440559	0.412294	0.414117	0.408159	0.40258	0.401272	0.419626	0.415883	0.435557	0.471491
22_29988055	22	29988055	0.44	0.45098	0.415842	0.427861	0.417166	0.406593	0.385807	0.404519	0.409759	0.40103	0.400812	0.419636	0.415978	0.435547	0.47147
22_29988115	22	29988115	0.52	0.411765	0.356436	0.402985	0.421158	0.401598	0.384308	0.403119	0.409959	0.40048	0.400732	0.419526	0.415908	0.435539	0.471478
22_29988583	22	29988583	0.32	0.352941	0.326733	0.323383	0.309381	0.333666	0.390305	0.408318	0.407059	0.40228	0.400732	0.419656	0.415693	0.435463	0.471509
22_29992313	22	29992313	0.72	0.647059	0.594059	0.522388	0.489022	0.432567	0.42079	0.40192	0.39716	0.40413	0.406992	0.423306	0.415118	0.435543	0.471687
22_29992612	22	29992612	0.28	0.352941	0.376238	0.338308	0.387226	0.441558	0.414793	0.40112	0.394861	0.40478	0.406652	0.423176	0.415088	0.435505	0.471713
22_29992717	22	29992717	0.36	0.313725	0.346535	0.363184	0.369261	0.433566	0.406797	0.39852	0.394661	0.40483	0.406452	0.423176	0.415083	0.435503	0.471714
22_29997514	22	29997514	0.32	0.352941	0.287129	0.333333	0.373253	0.374625	0.398301	0.391322	0.40156	0.40638	0.420232	0.427786	0.413518	0.436147	0.471964
22_29999845	22	29999845	0.32	0.392157	0.50495	0.547264	0.433134	0.414585	0.415292	0.414117	0.411259	0.40913	0.424032	0.428786	0.413443	0.436351	0.471928
22_30003428	22	30003428	0.44	0.411765	0.386139	0.432836	0.399202	0.414585	0.422789	0.422316	0.424058	0.412079	0.433671	0.430436	0.413468	0.436833	0.472033
22_30008558	22	30008558	0.64	0.666667	0.554455	0.477612	0.43513	0.416583	0.41979	0.419116	0.416758	0.429679	0.439071	0.432106	0.412888	0.437593	0.472278
22_30008664	22	30008664	0.44	0.352941	0.405941	0.40796	0.401198	0.417582	0.413293	0.422316	0.417058	0.429879	0.439171	0.431826	0.412933	0.437615	0.472283
22_30009162	22	30009162	0.24	0.352941	0.39604	0.38806	0.403194	0.366633	0.4003	0.430314	0.419758	0.432078	0.440311	0.431636	0.413088	0.437713	0.472285
22_30009994	22	30009994	0.36	0.372549	0.366337	0.412935	0.427146	0.38961	0.404298	0.415117	0.419858	0.438028	0.442551	0.431636	0.413278	0.437837	0.47219
22_30011375	22	30011375	0.44	0.490196	0.514851	0.487562	0.47505	0.452547	0.415792	0.411718	0.431957	0.442978	0.444711	0.432926	0.413363	0.438147	0.472091
22_30011399	22	30011399	0.52	0.568627	0.544554	0.517413	0.479042	0.454545	0.417791	0.413317	0.432357	0.443078	0.444811	0.432976	0.413413	0.438147	0.472086
22_30011663	22	30011663	0.56	0.509804	0.50495	0.502488	0.46507	0.418581	0.421289	0.416517	0.434357	0.443378	0.446051	0.433396	0.413423	0.438151	0.472097
22_30017350	22	30017350	0.4	0.352941	0.346535	0.38806	0.399202	0.418581	0.462269	0.477504	0.480252	0.469377	0.453211	0.435726	0.412768	0.439497	0.472227
22_30022172	22	30022172	0.36	0.470588	0.524752	0.562189	0.546906	0.549451	0.512244	0.508498	0.50415	0.477376	0.462091	0.436726	0.412893	0.439951	0.472296
22_30025077	22	30025077	0.6	0.568627	0.554455	0.532338	0.546906	0.51049	0.487756	0.5021	0.49995	0.488926	0.465731	0.436596	0.412668	0.440167	0.472344
22_30026118	22	30026118	0.6	0.568627	0.594059	0.502488	0.536926	0.536464	0.521739	0.495501	0.488151	0.489176	0.466551	0.436896	0.412368	0.440155	0.472468
22_30027471	22	30027471	0.44	0.45098	0.485149	0.492537	0.48503	0.458541	0.490755	0.493501	0.477152	0.489226	0.464471	0.437656	0.412923	0.440177	0.472489
22_30028874	22	30028874	0.68	0.529412	0.50495	0.497512	0.508982	0.503497	0.481259	0.475305	0.475852	0.487876	0.464631	0.438556	0.412623	0.440505	0.472509
22_30036414	22	30036414	0.48	0.470588	0.554455	0.522388	0.562874	0.546454	0.478261	0.477105	0.479252	0.477676	0.465211	0.441566	0.411553	0.441095	0.473051
22_30042458	22	30042458	0.56	0.490196	0.485149	0.467662	0.43513	0.480519	0.475262	0.472106	0.484152	0.473876	0.464831	0.439576	0.410913	0.441773	0.473177
22_30051316	22	30051316	0.16	0.27451	0.306931	0.283582	0.361277	0.404595	0.414293	0.423915	0.444256	0.443978	0.445491	0.435666	0.409528	0.442779	0.47379
22_30053105	22	30053105	0.64	0.607843	0.613861	0.487562	0.497006	0.443556	0.385807	0.411918	0.429157	0.440178	0.442751	0.434656	0.409578	0.442937	0.473491
22_30054503	22	30054503	0.36	0.313725	0.386139	0.402985	0.41517	0.40959	0.404798	0.416717	0.417458	0.434578	0.441651	0.433656	0.409483	0.442971	0.47349
22_30054532	22	30054532	0.28	0.294118	0.356436	0.41791	0.413174	0.418581	0.408796	0.415917	0.416758	0.434528	0.441591	0.433606	0.409483	0.442987	0.473485
22_30055497	22	30055497	0.56	0.568627	0.554455	0.482587	0.48503	0.452547	0.448776	0.430514	0.418058	0.428529	0.445451	0.433626	0.409443	0.442883	0.47362
22_30058819	22	30058819	0.24	0.294118	0.326733	0.298507	0.293413	0.307692	0.370315	0.415717	0.420758	0.427079	0.443431	0.432576	0.409383	0.442589	0.473779
22_30064445	22	30064445	0.24	0.352941	0.386139	0.348259	0.305389	0.32967	0.338331	0.426115	0.437056	0.420679	0.432951	0.430456	0.408683	0.443143	0.473838
22_30066638	22	30066638	0.6	0.627451	0.673267	0.676617	0.672655	0.641359	0.558721	0.44871	0.420358	0.414329	0.428011	0.428736	0.408253	0.443239	0.474002
22_30070729	22	30070729	0.6	0.470588	0.485149	0.517413	0.423154	0.36963	0.4003	0.393721	0.428557	0.429029	0.417632	0.423846	0.408143	0.443397	0.474003
22_30075690	22	30075690	0.48	0.411765	0.415842	0.38806	0.40519	0.400599	0.394303	0.403919	0.429657	0.437028	0.406752	0.417346	0.408378	0.443841	0.474495
22_30076265	22	30076265	0.56	0.470588	0.405941	0.39801	0.377246	0.40959	0.416292	0.414717	0.435956	0.433378	0.405672	0.416556	0.408453	0.444045	0.474546
22_30076759	22	30076759	0.4	0.431373	0.524752	0.552239	0.481038	0.433566	0.414293	0.416517	0.435356	0.427229	0.405432	0.415776	0.408613	0.444283	0.474569
22_30081600	22	30081600	0.44	0.431373	0.465347	0.502488	0.439122	0.426573	0.436782	0.465507	0.447455	0.415829	0.402192	0.411526	0.409258	0.444531	0.474676
22_30087977	22	30087977	0.28	0.294118	0.287129	0.333333	0.349301	0.340659	0.343828	0.390122	0.389961	0.39953	0.396792	0.403706	0.408223	0.444823	0.475076
22_30089093	22	30089093	0.16	0.215686	0.366337	0.338308	0.331337	0.336663	0.332334	0.376125	0.375062	0.39433	0.397112	0.402716	0.408553	0.444823	0.475069
22_30090837	22	30090837	0.24	0.294118	0.227723	0.263682	0.319361	0.327672	0.378811	0.359128	0.362164	0.379381	0.397572	0.399596	0.408788	0.445021	0.475018
22_30092638	22	30092638	0.24	0.196078	0.316832	0.353234	0.335329	0.33966	0.333833	0.35093	0.349765	0.373731	0.390892	0.398376	0.408923	0.445473	0.475056
22_30096311	22	30096311	0.2	0.254902	0.277228	0.338308	0.367265	0.396603	0.36032	0.357129	0.359664	0.367932	0.390072	0.395016	0.409808	0.445567	0.475035
22_30097893	22	30097893	0.56	0.54902	0.455446	0.402985	0.427146	0.392607	0.356322	0.372326	0.359764	0.363382	0.389232	0.392076	0.410273	0.445493	0.47512
22_30098382	22	30098382	0.48	0.411765	0.405941	0.358209	0.361277	0.36963	0.373813	0.372925	0.360664	0.366782	0.387972	0.391376	0.410503	0.445605	0.475038
22_30099756	22	30099756	0.52	0.45098	0.445545	0.492537	0.419162	0.380619	0.373813	0.377125	0.364964	0.373031	0.387692	0.390666	0.410898	0.445589	0.474915
22_30107018	22	30107018	0.32	0.352941	0.366337	0.343284	0.325349	0.35964	0.404798	0.410918	0.389161	0.378631	0.375952	0.387546	0.413308	0.445759	0.47459
22_30107182	22	30107182	0.24	0.294118	0.29703	0.303483	0.307385	0.370629	0.382309	0.414517	0.388461	0.378781	0.375812	0.387586	0.413418	0.445859	0.47462
22_30108122	22	30108122	0.28	0.254902	0.237624	0.283582	0.397206	0.414585	0.396802	0.39932	0.382062	0.378681	0.375252	0.386646	0.413703	0.445921	0.474715
22_30108663	22	30108663	0.32	0.372549	0.326733	0.402985	0.377246	0.418581	0.428286	0.402719	0.388861	0.381531	0.374213	0.386636	0.413798	0.445667	0.474734
22_30112286	22	30112286	0.2	0.254902	0.247525	0.263682	0.283433	0.306693	0.325837	0.360728	0.381962	0.379481	0.369373	0.384916	0.415913	0.445897	0.475104
22_30114260	22	30114260	0.44	0.45098	0.346535	0.343284	0.327345	0.330669	0.368816	0.355729	0.377462	0.380881	0.371593	0.384826	0.416693	0.446257	0.475206
22_30116269	22	30116269	0.64	0.509804	0.445545	0.447761	0.431138	0.410589	0.388806	0.382523	0.369863	0.377481	0.370473	0.383236	0.417108	0.446681	0.475378
22_30116489	22	30116489	0.56	0.529412	0.455446	0.427861	0.379242	0.391608	0.370315	0.380324	0.365663	0.379581	0.369913	0.382636	0.417148	0.446749	0.475423
22_30119060	22	30119060	0.32	0.294118	0.336634	0.373134	0.341317	0.353646	0.391304	0.372525	0.376362	0.377331	0.372313	0.380176	0.418188	0.447181	0.475645
22_30120938	22	30120938	0.48	0.431373	0.415842	0.378109	0.381238	0.362637	0.346327	0.360328	0.373863	0.374981	0.373893	0.379936	0.417308	0.447715	0.475581
22_30122513	22	30122513	0.28	0.254902	0.227723	0.258706	0.341317	0.366633	0.36032	0.363727	0.380762	0.373131	0.373793	0.380216	0.417593	0.448097	0.475746
22_30123079	22	30123079	0.24	0.27451	0.316832	0.263682	0.305389	0.385614	0.375312	0.369526	0.378862	0.373131	0.372753	0.381006	0.417673	0.448189	0.475801
22_30123163	22	30123163	0.28	0.176471	0.217822	0.278607	0.321357	0.38961	0.372814	0.369726	0.378162	0.372831	0.372693	0.380976	0.417658	0.448209	0.475807
22_30123425	22	30123425	0.56	0.568627	0.564356	0.452736	0.399202	0.393606	0.364318	0.363927	0.370463	0.372081	0.372353	0.380966	0.417838	0.448247	0.475786
22_30123836	22	30123836	0.32	0.411765	0.465347	0.512438	0.409182	0.408591	0.365317	0.371126	0.370163	0.370181	0.372833	0.381286	0.417858	0.448453	0.47573
22_30126424	22	30126424	0.72	0.607843	0.60396	0.467662	0.437126	0.405594	0.388306	0.369126	0.375062	0.369382	0.372833	0.379936	0.418053	0.449559	0.475826
22_30128259	22	30128259	0.6	0.411765	0.306931	0.278607	0.289421	0.334665	0.4003	0.382723	0.371763	0.368332	0.373013	0.379436	0.418193	0.450255	0.476121
22_30129035	22	30129035	0.52	0.509804	0.50495	0.577114	0.457086	0.405594	0.369815	0.373525	0.365663	0.366832	0.373693	0.379036	0.418118	0.450265	0.476176
22_30130643	22	30130643	0.72	0.627451	0.514851	0.502488	0.471058	0.40959	0.367816	0.356729	0.369363	0.365232	0.373913	0.376796	0.418853	0.450699	0.476387
22_30132232	22	30132232	0.4	0.431373	0.386139	0.402985	0.41517	0.370629	0.327836	0.354929	0.364564	0.368932	0.373793	0.376916	0.419563	0.451157	0.476537
22_30133642	22	30133642	0.16	0.27451	0.376238	0.393035	0.335329	0.348651	0.338331	0.34953	0.366563	0.365732	0.372413	0.377066	0.420248	0.451111	0.476619
22_30133971	22	30133971	0.48	0.470588	0.445545	0.40796	0.40519	0.376623	0.343328	0.35013	0.360864	0.366482	0.373613	0.376786	0.420168	0.451031	0.476645
22_30134136	22	30134136	0.52	0.588235	0.524752	0.477612	0.461078	0.373626	0.354823	0.35053	0.360064	0.367882	0.373133	0.376876	0.420023	0.451075	0.476656
22_30135102	22	30135102	0.32	0.372549	0.356436	0.373134	0.355289	0.383616	0.378811	0.355329	0.357864	0.371931	0.372513	0.376166	0.419853	0.451321	0.476827
22_30137076	22	30137076	0.24	0.27451	0.287129	0.328358	0.377246	0.384615	0.35982	0.359328	0.366263	0.368582	0.369933	0.375316	0.419988	0.452169	0.477303
22_30137420	22	30137420	0.64	0.509804	0.485149	0.472637	0.423154	0.385614	0.38031	0.361328	0.366063	0.367082	0.371573	0.374956	0.420188	0.452507	0.477356
22_30137940	22	30137940	0.4	0.313725	0.287129	0.323383	0.361277	0.397602	0.365817	0.360328	0.363564	0.364432	0.372333	0.374886	0.420338	0.452807	0.477385
22_30141537	22	30141537	0.24	0.333333	0.346535	0.373134	0.393214	0.445554	0.4003	0.373125	0.376962	0.363682	0.369333	0.377996	0.421478	0.453623	0.477643
22_30141829	22	30141829	0.56	0.588235	0.49505	0.447761	0.47505	0.437562	0.3993	0.373325	0.377062	0.364232	0.369473	0.378076	0.421523	0.453685	0.477661
22_30143832	22	30143832	0.52	0.509804	0.49505	0.502488	0.447106	0.406593	0.397801	0.385523	0.368063	0.371231	0.368893	0.379766	0.422923	0.454319	0.477862
22_30144601	22	30144601	0.48	0.529412	0.554455	0.527363	0.473054	0.440559	0.418291	0.373525	0.369163	0.369782	0.369553	0.380526	0.423483	0.454429	0.477681
22_30146168	22	30146168	0.16	0.254902	0.346535	0.393035	0.423154	0.387612	0.348326	0.368526	0.374363	0.373381	0.370313	0.381926	0.424268	0.454719	0.477763
22_30147835	22	30147835	0.64	0.45098	0.455446	0.358209	0.321357	0.317682	0.326337	0.346531	0.368963	0.373431	0.372233	0.383356	0.425033	0.455329	0.478034
22_30148527	22	30148527	0.24	0.27451	0.267327	0.288557	0.353293	0.375624	0.347326	0.362527	0.377062	0.370481	0.373713	0.383776	0.425493	0.455625	0.47816
22_30148570	22	30148570	0.24	0.27451	0.287129	0.293532	0.377246	0.373626	0.347326	0.362527	0.376762	0.371131	0.373653	0.383756	0.425553	0.455625	0.478159
22_30149160	22	30149160	0.36	0.313725	0.277228	0.288557	0.325349	0.392607	0.362319	0.35033	0.374163	0.375231	0.373593	0.384466	0.426168	0.455805	0.478228
22_30153082	22	30153082	0.6	0.490196	0.435644	0.412935	0.429142	0.412587	0.418291	0.383923	0.378262	0.375981	0.372333	0.387706	0.429148	0.456935	0.478582
22_30154021	22	30154021	0.32	0.352941	0.39604	0.41791	0.387226	0.361638	0.393803	0.390922	0.383062	0.375431	0.373473	0.388766	0.430138	0.457171	0.478711
22_30156522	22	30156522	0.48	0.392157	0.306931	0.318408	0.327345	0.374625	0.397301	0.386323	0.384062	0.366082	0.376712	0.392266	0.431903	0.457705	0.478916
22_30156706	22	30156706	0.32	0.352941	0.336634	0.308458	0.343313	0.35964	0.395302	0.383323	0.383362	0.365582	0.376952	0.392356	0.432083	0.457701	0.478891
22_30158215	22	30158215	0.28	0.372549	0.346535	0.303483	0.309381	0.34965	0.382809	0.388722	0.378362	0.370831	0.378792	0.394656	0.433413	0.457813	0.478984
22_30160112	22	30160112	0.28	0.333333	0.425743	0.452736	0.443114	0.414585	0.372814	0.366727	0.374363	0.372931	0.379932	0.396806	0.434993	0.458321	0.479074
22_30166655	22	30166655	0.16	0.254902	0.287129	0.308458	0.301397	0.336663	0.338831	0.355729	0.368163	0.374781	0.386412	0.405586	0.440263	0.459787	0.479296
22_30170705	22	30170705	0.48	0.470588	0.50495	0.447761	0.393214	0.41958	0.395802	0.410918	0.377062	0.378831	0.389052	0.410756	0.442778	0.460603	0.479553
22_30171918	22	30171918	0.36	0.392157	0.445545	0.447761	0.423154	0.397602	0.421789	0.407119	0.391661	0.389181	0.391392	0.413396	0.443498	0.460639	0.479504
22_30172749	22	30172749	0.6	0.470588	0.475248	0.522388	0.461078	0.44955	0.436782	0.40152	0.388161	0.39053	0.393652	0.414636	0.444043	0.460749	0.479474
22_30173902	22	30173902	0.44	0.392157	0.366337	0.378109	0.389222	0.382617	0.395802	0.387522	0.392561	0.389681	0.395512	0.416256	0.444608	0.461073	0.479413
