	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
21_28653099	21	28653099	0.48	0.490196	0.485149	0.442786	0.441118	0.413586	0.394303	0.363727	0.371563	0.380631	0.391312	0.384806	0.385748	0.384349	0.38281
21_28653258	21	28653258	0.36	0.411765	0.415842	0.432836	0.437126	0.428571	0.401799	0.362328	0.371663	0.379631	0.391532	0.384796	0.385938	0.384357	0.382829
21_28653824	21	28653824	0.32	0.294118	0.326733	0.323383	0.335329	0.37962	0.390305	0.356929	0.372863	0.378231	0.391432	0.384876	0.386238	0.384623	0.382914
21_28654767	21	28654767	0.36	0.27451	0.306931	0.358209	0.359281	0.342657	0.345327	0.369126	0.365063	0.373431	0.391032	0.384236	0.386378	0.384671	0.38286
21_28655128	21	28655128	0.24	0.313725	0.257426	0.298507	0.307385	0.32967	0.336332	0.362927	0.362664	0.371931	0.391132	0.384166	0.386218	0.384731	0.382821
21_28655538	21	28655538	0.44	0.411765	0.39604	0.383085	0.355289	0.311688	0.350825	0.358728	0.352465	0.372181	0.390932	0.383776	0.385903	0.384793	0.382864
21_28656296	21	28656296	0.48	0.45098	0.435644	0.447761	0.421158	0.372627	0.353823	0.35233	0.344566	0.369932	0.390872	0.384296	0.385953	0.384693	0.382988
21_28656697	21	28656697	0.4	0.411765	0.405941	0.373134	0.38523	0.372627	0.352824	0.35193	0.344766	0.368232	0.391372	0.384166	0.385938	0.384681	0.382995
21_28657629	21	28657629	0.32	0.372549	0.346535	0.343284	0.357285	0.342657	0.354323	0.344531	0.351865	0.362132	0.392492	0.384006	0.385778	0.384621	0.382994
21_28659164	21	28659164	0.32	0.294118	0.306931	0.283582	0.315369	0.334665	0.34033	0.320936	0.351965	0.360082	0.390252	0.382936	0.385883	0.384777	0.382908
21_28659408	21	28659408	0.28	0.313725	0.306931	0.338308	0.325349	0.337662	0.323338	0.321736	0.349965	0.361032	0.389712	0.382566	0.386023	0.384795	0.382895
21_28661235	21	28661235	0.36	0.294118	0.306931	0.273632	0.279441	0.306693	0.312844	0.352929	0.353265	0.360682	0.389952	0.382876	0.385963	0.384805	0.382992
21_28665924	21	28665924	0.2	0.333333	0.237624	0.263682	0.327345	0.360639	0.355322	0.345531	0.371863	0.368432	0.388312	0.384226	0.385383	0.384831	0.382582
21_28666175	21	28666175	0.32	0.392157	0.425743	0.368159	0.303393	0.32967	0.338331	0.343531	0.375562	0.370581	0.388672	0.384256	0.385583	0.384797	0.382575
21_28666319	21	28666319	0.28	0.254902	0.267327	0.288557	0.337325	0.316683	0.332334	0.343731	0.377562	0.370381	0.388692	0.384246	0.385568	0.384789	0.382581
21_28666651	21	28666651	0.28	0.352941	0.356436	0.323383	0.335329	0.328671	0.329335	0.352929	0.382762	0.370881	0.388332	0.384536	0.385508	0.384759	0.382558
21_28666991	21	28666991	0.28	0.411765	0.386139	0.328358	0.311377	0.323676	0.328836	0.362328	0.382462	0.372931	0.387752	0.384536	0.385393	0.384745	0.382503
21_28667246	21	28667246	0.24	0.27451	0.326733	0.308458	0.317365	0.324675	0.333333	0.371726	0.381162	0.376031	0.387452	0.384486	0.385558	0.384689	0.382499
21_28668034	21	28668034	0.28	0.392157	0.415842	0.383085	0.357285	0.360639	0.361319	0.366527	0.374563	0.383381	0.383672	0.384276	0.386128	0.384659	0.382564
21_28668189	21	28668189	0.32	0.333333	0.306931	0.333333	0.373253	0.375624	0.37981	0.365927	0.377062	0.383581	0.382932	0.384166	0.386268	0.384705	0.382569
21_28668287	21	28668287	0.36	0.352941	0.336634	0.368159	0.371257	0.374625	0.382309	0.367926	0.375962	0.383931	0.382572	0.384166	0.386398	0.384727	0.382578
21_28669441	21	28669441	0.36	0.411765	0.435644	0.437811	0.481038	0.458541	0.4008	0.392322	0.375862	0.386631	0.380012	0.384586	0.386838	0.384605	0.382704
21_28669901	21	28669901	0.4	0.372549	0.376238	0.373134	0.371257	0.376623	0.411794	0.39872	0.382762	0.387881	0.381032	0.385036	0.386563	0.384605	0.382706
21_28671009	21	28671009	0.32	0.313725	0.366337	0.412935	0.451098	0.446553	0.396802	0.39972	0.384662	0.39398	0.381072	0.385186	0.386803	0.384489	0.382737
21_28671637	21	28671637	0.32	0.411765	0.445545	0.422886	0.401198	0.402597	0.418791	0.392521	0.392761	0.39713	0.382052	0.385246	0.387228	0.384499	0.382771
21_28671881	21	28671881	0.24	0.27451	0.29703	0.328358	0.363273	0.38961	0.407796	0.389722	0.39696	0.39748	0.382172	0.385036	0.387393	0.384523	0.382819
21_28672698	21	28672698	0.4	0.392157	0.386139	0.383085	0.391218	0.402597	0.363818	0.393121	0.415358	0.39468	0.382212	0.385076	0.387408	0.384523	0.382807
21_28675980	21	28675980	0.52	0.54902	0.50495	0.477612	0.437126	0.436563	0.427786	0.438912	0.414859	0.39438	0.378312	0.385586	0.388348	0.384569	0.382905
21_28676057	21	28676057	0.56	0.509804	0.455446	0.482587	0.453094	0.435564	0.433283	0.441912	0.415558	0.39483	0.378132	0.385546	0.388388	0.384557	0.382885
21_28677643	21	28677643	0.72	0.647059	0.623762	0.557214	0.546906	0.515485	0.483758	0.438312	0.411159	0.40133	0.378932	0.386176	0.388978	0.384671	0.38287
21_28677712	21	28677712	0.48	0.431373	0.49505	0.557214	0.510978	0.506494	0.47976	0.437712	0.411359	0.40148	0.379112	0.386066	0.389033	0.384693	0.382844
21_28677727	21	28677727	0.52	0.45098	0.485149	0.537313	0.497006	0.507493	0.478761	0.438312	0.411259	0.40148	0.379052	0.386086	0.389038	0.384697	0.382841
21_28679452	21	28679452	0.28	0.392157	0.425743	0.427861	0.391218	0.391608	0.389805	0.420916	0.406659	0.39588	0.378792	0.385626	0.388788	0.384467	0.383058
21_28679713	21	28679713	0.48	0.411765	0.366337	0.393035	0.401198	0.374625	0.385307	0.411318	0.405059	0.39388	0.378612	0.385566	0.388978	0.384465	0.383088
21_28679723	21	28679723	0.48	0.431373	0.366337	0.38806	0.399202	0.376623	0.385807	0.411318	0.405259	0.39373	0.378632	0.385606	0.388988	0.384463	0.383089
21_28680394	21	28680394	0.4	0.294118	0.376238	0.41791	0.379242	0.374625	0.386807	0.392521	0.405659	0.39788	0.379052	0.386296	0.388933	0.384241	0.383164
21_28681188	21	28681188	0.4	0.411765	0.376238	0.363184	0.39521	0.388611	0.383308	0.377524	0.40386	0.39613	0.379932	0.386946	0.389058	0.384203	0.383264
21_28681574	21	28681574	0.36	0.333333	0.346535	0.38806	0.38523	0.372627	0.386807	0.371926	0.405459	0.39528	0.379112	0.387036	0.388853	0.384155	0.383325
21_28684380	21	28684380	0.52	0.411765	0.356436	0.363184	0.361277	0.384615	0.362319	0.380724	0.376062	0.388781	0.379512	0.388976	0.390178	0.384317	0.383387
21_28684823	21	28684823	0.48	0.431373	0.445545	0.447761	0.419162	0.378621	0.377311	0.384523	0.373263	0.388231	0.380092	0.388876	0.390303	0.384365	0.383412
21_28685695	21	28685695	0.32	0.294118	0.366337	0.402985	0.401198	0.393606	0.414293	0.381324	0.379462	0.39033	0.382272	0.389516	0.390568	0.384303	0.38345
21_28685961	21	28685961	0.36	0.470588	0.485149	0.447761	0.423154	0.431568	0.406797	0.380324	0.379062	0.39013	0.382232	0.389656	0.390648	0.384359	0.383492
21_28686390	21	28686390	0.64	0.470588	0.50495	0.552239	0.439122	0.43956	0.417291	0.381724	0.377262	0.389981	0.382772	0.389756	0.390738	0.384355	0.383524
21_28686525	21	28686525	0.64	0.45098	0.445545	0.442786	0.467066	0.417582	0.413293	0.383923	0.377862	0.39063	0.383452	0.389946	0.390823	0.384339	0.383511
21_28686611	21	28686611	0.28	0.313725	0.316832	0.373134	0.423154	0.423576	0.411794	0.384323	0.379162	0.39023	0.383712	0.389976	0.390873	0.384349	0.383522
21_28686785	21	28686785	0.4	0.392157	0.425743	0.38806	0.357285	0.423576	0.406297	0.382324	0.378162	0.389881	0.383652	0.390216	0.390858	0.384305	0.383529
21_28687483	21	28687483	0.24	0.196078	0.29703	0.358209	0.369261	0.375624	0.368316	0.377125	0.373463	0.387881	0.383832	0.390736	0.390958	0.384239	0.383545
21_28688224	21	28688224	0.36	0.411765	0.346535	0.348259	0.335329	0.346653	0.354823	0.388122	0.368563	0.385881	0.383292	0.391066	0.390913	0.384219	0.383575
21_28688638	21	28688638	0.2	0.27451	0.267327	0.303483	0.339321	0.345654	0.33983	0.383723	0.368863	0.383731	0.383772	0.391166	0.390793	0.384199	0.383589
21_28689209	21	28689209	0.4	0.411765	0.356436	0.318408	0.317365	0.335664	0.36032	0.376325	0.370363	0.380781	0.384472	0.390736	0.390663	0.384207	0.383639
21_28689551	21	28689551	0.24	0.235294	0.306931	0.343284	0.341317	0.354645	0.373813	0.372725	0.370263	0.379781	0.384532	0.390706	0.390748	0.384201	0.383671
21_28689914	21	28689914	0.28	0.411765	0.415842	0.422886	0.423154	0.414585	0.388806	0.365127	0.371963	0.378381	0.385272	0.390826	0.390868	0.384185	0.38369
21_28690089	21	28690089	0.48	0.490196	0.425743	0.457711	0.443114	0.430569	0.389305	0.359928	0.373163	0.378081	0.384992	0.390656	0.390728	0.384169	0.38374
21_28690224	21	28690224	0.36	0.431373	0.465347	0.452736	0.46507	0.438561	0.392304	0.357528	0.372263	0.379731	0.384512	0.390576	0.390658	0.384181	0.38374
21_28691427	21	28691427	0.28	0.352941	0.415842	0.363184	0.379242	0.371628	0.365317	0.358928	0.374763	0.379031	0.384652	0.390056	0.390638	0.384269	0.383823
21_28691652	21	28691652	0.4	0.294118	0.366337	0.38806	0.373253	0.350649	0.337831	0.356729	0.377262	0.378581	0.384612	0.390156	0.390628	0.384227	0.383808
21_28691886	21	28691886	0.16	0.235294	0.267327	0.298507	0.321357	0.357642	0.329335	0.358528	0.379462	0.377631	0.384872	0.390206	0.390698	0.384187	0.383797
21_28691915	21	28691915	0.32	0.333333	0.277228	0.298507	0.319361	0.34965	0.329335	0.359528	0.380362	0.377831	0.384932	0.390146	0.390693	0.384179	0.383791
21_28692290	21	28692290	0.32	0.372549	0.386139	0.308458	0.295409	0.285714	0.32034	0.364527	0.382262	0.377931	0.385392	0.390206	0.390813	0.384217	0.38375
21_28692866	21	28692866	0.24	0.313725	0.306931	0.333333	0.333333	0.297702	0.322839	0.363927	0.385861	0.376131	0.386392	0.389166	0.391018	0.384241	0.383622
21_28693919	21	28693919	0.4	0.313725	0.306931	0.293532	0.343313	0.34965	0.376812	0.372925	0.386561	0.379581	0.384972	0.388206	0.391188	0.384143	0.383619
21_28694248	21	28694248	0.32	0.352941	0.346535	0.368159	0.351297	0.35964	0.385307	0.380724	0.384562	0.379981	0.384932	0.388046	0.391153	0.384097	0.383667
21_28694716	21	28694716	0.64	0.509804	0.50495	0.472637	0.479042	0.411588	0.401799	0.395521	0.384962	0.380081	0.384592	0.387676	0.391253	0.384115	0.383665
21_28694741	21	28694741	0.48	0.588235	0.544554	0.482587	0.49501	0.412587	0.402799	0.396121	0.384462	0.379931	0.384632	0.387706	0.391248	0.384109	0.383656
21_28694752	21	28694752	0.6	0.588235	0.574257	0.477612	0.491018	0.410589	0.401799	0.396121	0.384662	0.379731	0.384712	0.387736	0.391263	0.384103	0.383651
21_28694757	21	28694757	0.6	0.568627	0.594059	0.482587	0.487026	0.410589	0.401299	0.396121	0.384462	0.379631	0.384732	0.387726	0.391273	0.384099	0.383652
21_28695086	21	28695086	0.36	0.372549	0.425743	0.328358	0.429142	0.428571	0.418791	0.408718	0.380962	0.379381	0.384972	0.387306	0.391478	0.384093	0.383679
21_28695217	21	28695217	0.36	0.372549	0.326733	0.338308	0.379242	0.450549	0.418791	0.415717	0.382262	0.378881	0.385092	0.387176	0.391473	0.384131	0.383686
21_28695493	21	28695493	0.44	0.411765	0.49505	0.412935	0.443114	0.397602	0.437281	0.418716	0.378462	0.378531	0.385612	0.387426	0.391428	0.384129	0.383695
21_28696286	21	28696286	0.6	0.529412	0.475248	0.472637	0.461078	0.454545	0.45977	0.413117	0.378662	0.377631	0.385792	0.387326	0.391253	0.383967	0.383668
21_28696311	21	28696311	0.32	0.45098	0.514851	0.447761	0.457086	0.45954	0.457271	0.412917	0.379362	0.377331	0.385692	0.387306	0.391238	0.383955	0.383668
21_28696383	21	28696383	0.36	0.372549	0.415842	0.447761	0.47505	0.468531	0.45977	0.411718	0.380362	0.376231	0.385912	0.387316	0.391308	0.383925	0.383662
21_28696384	21	28696384	0.4	0.352941	0.425743	0.452736	0.477046	0.468531	0.45977	0.411718	0.380362	0.376231	0.385932	0.387316	0.391308	0.383925	0.383662
21_28696612	21	28696612	0.6	0.54902	0.534653	0.522388	0.493014	0.496503	0.462769	0.414117	0.378562	0.375131	0.385352	0.387226	0.391433	0.383931	0.383665
21_28696985	21	28696985	0.68	0.647059	0.594059	0.567164	0.477046	0.482517	0.461269	0.413317	0.378662	0.374131	0.385172	0.387176	0.391683	0.383955	0.383606
21_28697057	21	28697057	0.44	0.529412	0.435644	0.472637	0.467066	0.480519	0.46027	0.410318	0.379062	0.374381	0.385032	0.387256	0.391708	0.383949	0.3836
21_28697484	21	28697484	0.36	0.411765	0.425743	0.457711	0.447106	0.426573	0.437781	0.393321	0.380462	0.373531	0.384632	0.387126	0.391853	0.383929	0.383632
21_28698142	21	28698142	0.24	0.215686	0.346535	0.38806	0.387226	0.365634	0.369315	0.392921	0.384762	0.373731	0.385852	0.386806	0.392053	0.383949	0.383684
21_28698435	21	28698435	0.28	0.215686	0.277228	0.298507	0.309381	0.340659	0.356822	0.391322	0.388061	0.372931	0.386432	0.386686	0.392053	0.384023	0.38369
21_28698595	21	28698595	0.32	0.27451	0.257426	0.273632	0.285429	0.312687	0.343328	0.389122	0.388061	0.372781	0.386792	0.386686	0.391978	0.384097	0.38371
21_28698719	21	28698719	0.32	0.313725	0.267327	0.263682	0.313373	0.308691	0.333333	0.389122	0.388961	0.372831	0.387072	0.386636	0.391983	0.384081	0.383731
21_28698875	21	28698875	0.24	0.313725	0.376238	0.353234	0.309381	0.315684	0.335332	0.387722	0.388361	0.373131	0.387372	0.386656	0.392008	0.384075	0.38374
21_28699281	21	28699281	0.36	0.352941	0.336634	0.38806	0.331337	0.318681	0.328836	0.375525	0.389961	0.374431	0.387032	0.386326	0.392143	0.384007	0.383791
21_28699901	21	28699901	0.2	0.196078	0.227723	0.298507	0.365269	0.342657	0.353323	0.359528	0.386361	0.375731	0.385932	0.386386	0.391993	0.384003	0.383858
21_28700126	21	28700126	0.56	0.607843	0.544554	0.507463	0.369261	0.35964	0.356322	0.355729	0.385761	0.375231	0.386272	0.386296	0.391908	0.383963	0.383888
21_28700596	21	28700596	0.24	0.372549	0.346535	0.38806	0.379242	0.384615	0.373313	0.35013	0.382362	0.373231	0.386932	0.385806	0.391488	0.383985	0.383896
21_28700681	21	28700681	0.4	0.45098	0.39604	0.39801	0.38523	0.370629	0.377311	0.352529	0.380962	0.373131	0.387112	0.385896	0.391493	0.384009	0.383904
21_28701002	21	28701002	0.32	0.313725	0.346535	0.358209	0.397206	0.385614	0.378811	0.356929	0.381762	0.372731	0.386172	0.385926	0.391438	0.383987	0.383883
21_28702449	21	28702449	0.24	0.294118	0.326733	0.368159	0.339321	0.358641	0.365817	0.374725	0.362964	0.377631	0.382072	0.387046	0.391023	0.383819	0.38392
21_28703113	21	28703113	0.4	0.352941	0.415842	0.41791	0.39521	0.386613	0.372314	0.369926	0.358864	0.379531	0.380312	0.387446	0.390778	0.383785	0.383907
21_28703164	21	28703164	0.52	0.509804	0.455446	0.412935	0.40519	0.398601	0.371814	0.369526	0.358864	0.379931	0.380332	0.387476	0.390758	0.383797	0.383908
21_28703433	21	28703433	0.48	0.470588	0.455446	0.457711	0.413174	0.393606	0.382309	0.372326	0.356964	0.382531	0.380132	0.387496	0.390648	0.383795	0.383908
21_28703575	21	28703575	0.36	0.352941	0.356436	0.39801	0.417166	0.38961	0.381309	0.371326	0.358264	0.383731	0.379832	0.387556	0.390698	0.383791	0.383909
21_28704110	21	28704110	0.4	0.411765	0.366337	0.38806	0.381238	0.375624	0.388806	0.366527	0.362464	0.385631	0.379972	0.387686	0.390503	0.383753	0.383967
21_28704458	21	28704458	0.4	0.470588	0.405941	0.38806	0.371257	0.370629	0.365317	0.366927	0.363764	0.385031	0.380312	0.388026	0.390303	0.383757	0.383954
21_28705676	21	28705676	0.44	0.411765	0.425743	0.412935	0.409182	0.361638	0.36032	0.365127	0.368563	0.379981	0.382352	0.388896	0.390348	0.383711	0.384006
21_28705801	21	28705801	0.48	0.470588	0.475248	0.462687	0.403194	0.36963	0.35932	0.361528	0.367363	0.379081	0.382412	0.388916	0.390388	0.383777	0.384023
21_28705986	21	28705986	0.2	0.235294	0.316832	0.348259	0.387226	0.380619	0.352824	0.357528	0.366263	0.379181	0.382912	0.389116	0.390438	0.383803	0.384017
21_28705987	21	28705987	0.2	0.254902	0.316832	0.348259	0.38523	0.380619	0.353323	0.357728	0.366163	0.379181	0.382932	0.389126	0.390443	0.383801	0.384017
21_28706313	21	28706313	0.4	0.294118	0.326733	0.328358	0.351297	0.343656	0.348326	0.354729	0.363864	0.376981	0.382932	0.389426	0.390468	0.383737	0.384044
21_28706694	21	28706694	0.4	0.333333	0.306931	0.303483	0.329341	0.328671	0.366817	0.360528	0.367363	0.374831	0.383272	0.389216	0.390468	0.383653	0.384039
21_28708511	21	28708511	0.48	0.352941	0.366337	0.363184	0.331337	0.335664	0.353323	0.362128	0.377762	0.369482	0.386652	0.389416	0.390973	0.383527	0.384023
21_28709063	21	28709063	0.44	0.431373	0.485149	0.527363	0.407186	0.375624	0.372814	0.366527	0.381462	0.370931	0.388252	0.389846	0.390208	0.383483	0.384021
21_28709169	21	28709169	0.4	0.470588	0.445545	0.447761	0.421158	0.384615	0.377811	0.368526	0.381062	0.371431	0.388272	0.390036	0.390098	0.383451	0.384025
21_28711827	21	28711827	0.48	0.431373	0.455446	0.432836	0.439122	0.455544	0.406797	0.39992	0.378462	0.378831	0.389912	0.391876	0.390383	0.383153	0.383997
21_28713443	21	28713443	0.56	0.54902	0.524752	0.532338	0.508982	0.452547	0.4008	0.391322	0.382562	0.382631	0.391612	0.391536	0.390443	0.383313	0.384199
21_28713451	21	28713451	0.52	0.568627	0.554455	0.532338	0.51497	0.454545	0.4008	0.391122	0.382462	0.382681	0.391612	0.391566	0.390443	0.383321	0.384199
21_28713624	21	28713624	0.52	0.509804	0.50495	0.472637	0.469062	0.457542	0.392304	0.393321	0.381762	0.382781	0.392212	0.391596	0.390453	0.383273	0.38421
21_28713757	21	28713757	0.48	0.509804	0.445545	0.412935	0.431138	0.433566	0.392804	0.392721	0.380862	0.382281	0.392892	0.391606	0.390548	0.383229	0.384224
21_28713854	21	28713854	0.44	0.313725	0.29703	0.358209	0.413174	0.411588	0.403798	0.392721	0.380262	0.382731	0.393052	0.391806	0.390578	0.383227	0.384234
21_28713855	21	28713855	0.44	0.333333	0.306931	0.358209	0.411178	0.412587	0.403798	0.392521	0.380162	0.382731	0.393052	0.391806	0.390583	0.383225	0.384235
21_28713917	21	28713917	0.28	0.333333	0.326733	0.353234	0.387226	0.397602	0.405797	0.389322	0.380162	0.383131	0.393052	0.391826	0.390598	0.383221	0.384242
21_28715287	21	28715287	0.56	0.392157	0.366337	0.358209	0.331337	0.345654	0.346827	0.380124	0.383662	0.384131	0.392232	0.392856	0.391063	0.383185	0.384303
21_28715445	21	28715445	0.32	0.352941	0.336634	0.313433	0.333333	0.337662	0.350825	0.383123	0.383962	0.385431	0.392072	0.393216	0.390943	0.383183	0.384289
21_28715759	21	28715759	0.28	0.313725	0.316832	0.318408	0.337325	0.335664	0.352324	0.375925	0.388561	0.386131	0.391872	0.392886	0.391013	0.383173	0.384286
21_28716202	21	28716202	0.36	0.372549	0.287129	0.303483	0.347305	0.354645	0.353823	0.358328	0.391961	0.383581	0.391892	0.393376	0.391173	0.383201	0.38428
21_28718304	21	28718304	0.12	0.27451	0.306931	0.313433	0.321357	0.305694	0.371314	0.388722	0.388761	0.385931	0.394752	0.395026	0.391198	0.383339	0.384371
21_28718992	21	28718992	0.44	0.470588	0.455446	0.452736	0.393214	0.383616	0.378811	0.396921	0.386261	0.387881	0.395332	0.395446	0.391648	0.383379	0.38433
21_28719033	21	28719033	0.56	0.54902	0.514851	0.447761	0.409182	0.390609	0.378811	0.396721	0.385161	0.387631	0.395432	0.395406	0.391663	0.383411	0.384328
21_28719799	21	28719799	0.4	0.372549	0.346535	0.40796	0.413174	0.422577	0.434783	0.389122	0.384462	0.388081	0.394712	0.394866	0.391758	0.383497	0.384301
21_28719917	21	28719917	0.44	0.431373	0.435644	0.38806	0.407186	0.40959	0.43928	0.390122	0.386661	0.388131	0.394152	0.394706	0.391838	0.383499	0.384295
21_28720094	21	28720094	0.36	0.45098	0.39604	0.373134	0.387226	0.414585	0.430285	0.386323	0.388061	0.388381	0.393552	0.394906	0.391748	0.383519	0.384285
21_28720783	21	28720783	0.52	0.490196	0.445545	0.472637	0.44511	0.447552	0.406797	0.402919	0.394561	0.39348	0.393872	0.395436	0.391773	0.383475	0.384208
21_28721320	21	28721320	0.48	0.509804	0.475248	0.517413	0.411178	0.380619	0.390805	0.414517	0.390061	0.39658	0.393072	0.395126	0.391768	0.383401	0.384282
21_28721528	21	28721528	0.44	0.352941	0.29703	0.273632	0.347305	0.37962	0.37981	0.416717	0.388161	0.39513	0.392892	0.395266	0.391708	0.383425	0.384307
21_28723326	21	28723326	0.28	0.352941	0.405941	0.457711	0.45509	0.431568	0.428286	0.40012	0.389761	0.40058	0.391472	0.394936	0.391493	0.383521	0.384549
21_28723991	21	28723991	0.44	0.411765	0.405941	0.422886	0.397206	0.376623	0.3993	0.380124	0.39596	0.40023	0.392052	0.395296	0.391343	0.383513	0.384577
21_28723992	21	28723992	0.48	0.431373	0.405941	0.422886	0.397206	0.375624	0.3993	0.379924	0.39596	0.40023	0.392052	0.395296	0.391348	0.383515	0.384577
21_28724071	21	28724071	0.52	0.490196	0.475248	0.422886	0.39521	0.364635	0.404798	0.378924	0.39506	0.39993	0.392372	0.395306	0.391318	0.383471	0.384588
21_28724580	21	28724580	0.4	0.333333	0.346535	0.293532	0.333333	0.378621	0.397801	0.388522	0.394861	0.39993	0.392472	0.395296	0.391298	0.383329	0.384598
21_28725058	21	28725058	0.32	0.352941	0.415842	0.447761	0.45509	0.425574	0.384308	0.39772	0.393861	0.40163	0.393132	0.394696	0.391168	0.383293	0.384593
21_28725104	21	28725104	0.4	0.411765	0.39604	0.427861	0.443114	0.434565	0.37981	0.395921	0.393961	0.40223	0.393112	0.394636	0.391213	0.383295	0.384588
